name,timestamps,longlat,economy_index,avg_rainfall_mm,conflict_index,food_security_value
0,0,"[2.339088646029322, 46.60646337286316]",52.070614423569296,387.7200517966959,0.050505050505050504,
0,1,"[2.339088646029322, 46.60646337286316]",52.35771600662421,393.54773328106376,0.04040404040404041,
0,2,"[2.339088646029322, 46.60646337286316]",52.23217140823453,400.70714084174233,0.13131313131313133,
0,3,"[2.339088646029322, 46.60646337286316]",52.38325906982134,378.4729745014369,0.0707070707070707,
0,4,"[2.339088646029322, 46.60646337286316]",54.14565424986563,373.40373276058455,0.12121212121212122,
0,5,"[2.339088646029322, 46.60646337286316]",55.07297141169169,387.8664633369061,0.08080808080808081,
0,6,"[2.339088646029322, 46.60646337286316]",54.239077821954474,360.2788995782812,0.1111111111111111,
0,7,"[2.339088646029322, 46.60646337286316]",53.00985891159511,378.251328462643,0.12121212121212122,
0,8,"[2.339088646029322, 46.60646337286316]",51.57547776073192,379.8183162219371,0.10101010101010101,
0,9,"[2.339088646029322, 46.60646337286316]",50.874462420648925,398.31101591273426,0.12121212121212122,
0,10,"[2.339088646029322, 46.60646337286316]",52.00366773280644,364.4850229107261,0.0707070707070707,
0,11,"[2.339088646029322, 46.60646337286316]",53.9577952024875,383.5666754953839,0.06060606060606061,
0,12,"[2.339088646029322, 46.60646337286316]",54.67268360897088,376.0558556332333,0.10101010101010101,
0,13,"[2.339088646029322, 46.60646337286316]",54.23988875193493,376.9477717766591,0.0707070707070707,
0,14,"[2.339088646029322, 46.60646337286316]",54.949517231550644,367.08691575651636,0.12121212121212122,
0,15,"[2.339088646029322, 46.60646337286316]",54.758258419233314,382.63201014584905,0.13131313131313133,
0,16,"[2.339088646029322, 46.60646337286316]",53.6107739421056,378.7055602895708,0.06060606060606061,
0,17,"[2.339088646029322, 46.60646337286316]",54.64033323522484,387.6333209321318,0.0707070707070707,
0,18,"[2.339088646029322, 46.60646337286316]",55.49054881476674,387.50275886041806,0.13131313131313133,
0,19,"[2.339088646029322, 46.60646337286316]",54.62594602627613,362.2248504891696,0.13131313131313133,
0,20,"[2.339088646029322, 46.60646337286316]",56.34336934225808,369.0559891175938,0.04040404040404041,
0,21,"[2.339088646029322, 46.60646337286316]",57.62873949079882,400.4491854784223,0.04040404040404041,
